ticker,strategy,tmstp_in,price_in,qty_in,rsi_in,cond2,tmstp_out,price_out,qty_out,rsi_out,pl
BTC-USD,cb1,2022-02-04 13:55:00+00:00,37478.67578125,100,22.54584809027864,316,2022-02-04 14:40:00+00:00,37836.625,1.0,55.49338230320284,0.9550743490491103
BTC-USD,cb1,2022-02-05 17:05:00+00:00,41160.4921875,100,24.76041833424864,122,2022-02-05 17:50:00+00:00,41569.42578125,1.0,57.70059542549637,0.9935099704035822
BTC-USD,cb1,2022-02-06 04:15:00+00:00,41348.26953125,100,24.36507833609359,243,2022-02-06 13:10:00+00:00,41737.48828125,1.0,70.03547754173232,0.9413181117672605
BTC-USD,cb1,2022-02-07 09:35:00+00:00,42353.7734375,100,19.759321864231936,229,2022-02-07 13:20:00+00:00,42823.0078125,1.0,68.90515330868655,1.107892725762518
BTC-USD,cb1,2022-02-08 09:10:00+00:00,43762.828125,100,20.56118736372224,62,2022-02-08 20:50:00+00:00,44178.01953125,1.0,83.90610583820686,0.9487307471630639
BTC-USD,cb1,2022-02-09 02:10:00+00:00,43577.46875,100,19.087444047016177,139,2022-02-09 12:35:00+00:00,43972.671875,1.0,75.64739850340729,0.9068978450016099
BTC-USD,cb1,2022-02-10 00:15:00+00:00,44166.5546875,100,24.557085744447832,36,2022-02-10 10:25:00+00:00,44642.16015625,1.0,84.34515375559336,1.0768453009639116
BTC-USD,cb1,2022-02-10 13:35:00+00:00,43979.9140625,100,24.047297211327418,58,2022-02-10 15:00:00+00:00,44545.5234375,1.0,64.88211136734672,1.2860629381772113
BTC-USD,cb1,2022-02-10 20:00:00+00:00,44336.1484375,100,24.881818150779154,86,2022-02-11 23:10:00+00:00,42125.52734375,1.0,32.16278642462109,-4.98604676242069
BTC-USD,cb1,2022-02-12 06:40:00+00:00,42008.4921875,100,16.81964852549568,137,2022-02-12 09:30:00+00:00,42399.5625,1.0,65.4319909311767,0.9309315620148976
BTC-USD,cb1,2022-02-12 21:25:00+00:00,42484.5546875,100,24.845619429041093,316,2022-02-15 01:35:00+00:00,43013.6484375,1.0,80.03548441605747,1.245379065149228
BTC-USD,cb1,2022-02-16 04:20:00+00:00,43801.04296875,100,21.67649122925448,66,2022-02-16 08:10:00+00:00,44211.33984375,1.0,70.57898955928022,0.9367285507167665
BTC-USD,cb1,2022-02-16 13:50:00+00:00,43671.29296875,100,23.08527755290092,97,2022-02-16 19:20:00+00:00,44155.11328125,1.0,88.41576349765607,1.1078680744492928
BTC-USD,cb1,2022-02-17 03:55:00+00:00,43708.21484375,100,20.998284757052687,28,2022-02-17 18:15:00+00:00,41281.8671875,1.0,20.597896994043097,-5.5512394293013605
BTC-USD,cb1,2022-02-17 21:10:00+00:00,40619.6484375,100,22.533370381202005,3,2022-02-20 08:25:00+00:00,38492.4140625,1.0,15.103521221579044,-5.236959099419828
BTC-USD,cb1,2022-02-20 09:30:00+00:00,38185.87890625,100,24.592102961368198,106,2022-02-20 12:20:00+00:00,38540.38671875,1.0,74.55048404835387,0.9283741075342294
BTC-USD,cb1,2022-02-20 21:35:00+00:00,38131.5,100,23.972630040913927,132,2022-02-20 22:50:00+00:00,38556.10546875,1.0,75.75661677587775,1.1135294146571733
BTC-USD,cb1,2022-02-21 10:20:00+00:00,38853.53515625,100,24.610637806954827,276,2022-02-22 03:05:00+00:00,36652.35546875,1.0,26.21223952682375,-5.665326664994388
BTC-USD,cb1,2022-02-23 02:35:00+00:00,37764.7890625,100,24.340412760921936,108,2022-02-23 05:05:00+00:00,38113.9140625,1.0,70.60115788523026,0.9244722628324623
BTC-USD,cb1,2022-02-23 15:10:00+00:00,38586.859375,100,24.534565005226938,7,2022-02-24 02:55:00+00:00,36420.9296875,1.0,20.895296979227126,-5.613127687979919
BTC-USD,cb1,2022-02-24 05:30:00+00:00,34705.26953125,100,23.535367127297306,409,2022-02-24 07:45:00+00:00,35302.90234375,1.0,66.49757945676689,1.7220232563296123
BTC-USD,cb1,2022-02-25 18:10:00+00:00,38710.11328125,100,24.964459929494836,102,2022-02-25 20:55:00+00:00,39107.34765625,1.0,67.1472643728585,1.026177247568036
BTC-USD,cb1,2022-02-26 05:45:00+00:00,39127.65625,100,23.145760226157662,41,2022-02-26 21:20:00+00:00,39549.55078125,1.0,77.59074072283835,1.078251476537136
BTC-USD,cb1,2022-02-27 01:05:00+00:00,38627.046875,100,24.031803326833156,51,2022-02-27 09:20:00+00:00,39021.07421875,1.0,68.7041314880591,1.0200814600844372
BTC-USD,cb1,2022-02-27 13:45:00+00:00,38926.84375,100,23.73040209149177,46,2022-02-27 15:25:00+00:00,39316.5390625,1.0,61.97662583829476,1.0010966083013086
BTC-USD,cb1,2022-02-27 19:25:00+00:00,38677.5859375,100,22.510574971871876,291,2022-02-28 14:30:00+00:00,39182.421875,1.0,81.81240998695877,1.3052415895753577
BTC-USD,cb1,2022-03-01 15:00:00+00:00,43696.7578125,100,23.37595822001603,118,2022-03-01 21:00:00+00:00,44141.7890625,1.0,67.4386095023965,1.0184537075029703
BTC-USD,cb1,2022-03-02 07:10:00+00:00,43818.65625,100,21.387668088432704,34,2022-03-02 10:35:00+00:00,44248.71875,1.0,67.56894262346675,0.9814598091423673
BTC-USD,cb1,2022-03-02 13:40:00+00:00,43522.57421875,100,24.746599673441168,50,2022-03-02 14:40:00+00:00,44309.63671875,1.0,74.85116396947971,1.8084006153774905
BTC-USD,cb1,2022-03-02 19:25:00+00:00,43516.24609375,100,24.90949764273323,67,2022-03-02 22:00:00+00:00,44102.765625,1.0,78.15799758667553,1.3478173875256179
BTC-USD,cb1,2022-03-03 03:45:00+00:00,43373.4453125,100,21.604695756096604,13,2022-03-03 13:55:00+00:00,43855.43359375,1.0,76.29526645875312,1.1112520063309186
BTC-USD,cb1,2022-03-03 15:15:00+00:00,43175.30859375,100,24.674055804897264,49,2022-03-04 14:50:00+00:00,40845.51953125,1.0,25.616168479442152,-5.396114442219082
BTC-USD,cb1,2022-03-04 19:10:00+00:00,40284.19921875,100,21.0295268180962,137,2022-03-06 11:00:00+00:00,38300.3203125,1.0,10.584961860636668,-4.924707316328178
BTC-USD,cb1,2022-03-06 23:15:00+00:00,38522.30078125,100,20.464996434529624,52,2022-03-07 13:40:00+00:00,38923.37109375,1.0,77.61589532098502,1.041138001537056
BTC-USD,cb1,2022-03-07 18:10:00+00:00,38226.65625,100,22.161923355349884,554,2022-03-08 02:45:00+00:00,38838.3203125,1.0,73.9033166190656,1.6000982625834559
BTC-USD,cb1,2022-03-10 01:45:00+00:00,41195.21484375,100,19.532723367968885,15,2022-03-10 06:25:00+00:00,39171.921875,1.0,13.911141039282214,-4.911475705186102
BTC-USD,cb1,2022-03-10 08:15:00+00:00,39016.58203125,100,23.75450415790469,138,2022-03-10 13:30:00+00:00,39792.98046875,1.0,84.00528431331429,1.989919149960779
BTC-USD,cb1,2022-03-11 01:15:00+00:00,39024.8046875,100,24.847021012665195,53,2022-03-11 11:30:00+00:00,39395.60546875,1.0,70.55670744990613,0.9501669110691817
BTC-USD,cb1,2022-03-11 16:10:00+00:00,38769.21875,100,24.681076086172638,162,2022-03-12 01:00:00+00:00,39140.12890625,1.0,74.94410893293288,0.9567130012131081
BTC-USD,cb1,2022-03-12 14:40:00+00:00,38878.4921875,100,24.93595871263237,78,2022-03-12 17:05:00+00:00,39306.18359375,1.0,73.48885296894724,1.1000719991592396
BTC-USD,cb1,2022-03-12 23:45:00+00:00,38952.8828125,100,21.520527089245817,89,2022-03-14 22:50:00+00:00,39600.203125,1.0,90.6318755894063,1.661803352567976
BTC-USD,cb1,2022-03-15 07:10:00+00:00,38487.74609375,100,19.325762180966095,323,2022-03-15 13:10:00+00:00,38864.9921875,1.0,67.67998642885279,0.9801719561106249
BTC-USD,cb1,2022-03-16 16:30:00+00:00,40236.09765625,100,24.887226115724772,136,2022-03-16 19:25:00+00:00,40648.87890625,1.0,66.94947335786745,1.0258978232097054
BTC-USD,cb1,2022-03-17 06:50:00+00:00,40773.5625,100,24.299153242204483,353,2022-03-18 16:30:00+00:00,41225.5625,1.0,81.38908968343924,1.1085614606278271
BTC-USD,cb1,2022-03-19 22:15:00+00:00,41799.046875,100,23.348640161999825,113,2022-03-19 23:55:00+00:00,42189.9375,1.0,63.525176227910066,0.9351663595798201
BTC-USD,cb1,2022-03-20 09:25:00+00:00,41740.88671875,100,24.819750847251484,196,2022-03-22 03:20:00+00:00,42244.42578125,1.0,86.65928271846978,1.206344910430018
BTC-USD,cb1,2022-03-22 19:55:00+00:00,42382.0,100,24.94426571768608,39,2022-03-22 21:40:00+00:00,42786.07421875,1.0,70.50293097485992,0.9534099824217829
BTC-USD,cb1,2022-03-23 01:05:00+00:00,42068.76171875,100,24.142988554092412,22,2022-03-23 02:25:00+00:00,42476.8671875,1.0,63.54451779421372,0.9700914694812799
BTC-USD,cb1,2022-03-23 04:20:00+00:00,41967.81640625,100,22.975067841327572,57,2022-03-23 13:00:00+00:00,42395.2265625,1.0,74.85054435209084,1.0184236227890773
BTC-USD,cb1,2022-03-23 17:50:00+00:00,42152.95703125,100,23.9922170164226,387,2022-03-23 23:25:00+00:00,42555.48828125,1.0,68.75514335200212,0.9549300413292106
BTC-USD,cb1,2022-03-25 08:10:00+00:00,43711.87109375,100,19.10558953858299,67,2022-03-25 09:50:00+00:00,44115.66015625,1.0,63.968648894504376,0.9237514944944428
BTC-USD,cb1,2022-03-25 15:30:00+00:00,44357.0859375,100,24.435357614395315,535,2022-03-27 02:10:00+00:00,44838.88671875,1.0,78.86901151359096,1.0861867299598236
BTC-USD,cb1,2022-03-28 23:20:00+00:00,47195.24609375,100,19.702129551371144,119,2022-03-29 05:55:00+00:00,47639.33203125,1.0,69.2214956925369,0.940954808494599
BTC-USD,cb1,2022-03-29 16:10:00+00:00,47190.73828125,100,20.99605708762762,72,2022-03-29 19:10:00+00:00,47661.859375,1.0,67.79704782973533,0.9983338063968955
BTC-USD,cb1,2022-03-30 01:40:00+00:00,46897.75390625,100,23.836075444125697,404,2022-03-30 03:10:00+00:00,47354.06640625,1.0,67.34522052976527,0.9729943589882412
BTC-USD,cb1,2022-03-31 14:05:00+00:00,46567.65625,100,17.258748636732832,169,2022-04-02 00:55:00+00:00,47003.4296875,1.0,85.62552011338703,0.935785634476719
BTC-USD,cb1,2022-04-02 15:10:00+00:00,46415.2890625,100,24.56828923631994,28,2022-04-03 22:00:00+00:00,46963.17578125,1.0,81.4158588520365,1.180401393196645
BTC-USD,cb1,2022-04-04 00:25:00+00:00,45948.21484375,100,23.892961030886326,0,,,,,
